return_cores_SLG_title;슬랑오르 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SLG_desc;우리나라가 소유한 슬랑오르의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PRK_title;페락 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PRK_desc;우리나라가 소유한 페락의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PHG_title;파항 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PHG_desc;우리나라가 소유한 파항의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_FRO_title;페로 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_FRO_desc;우리나라가 소유한 페로의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_NCT_title;뇌샤텔 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_NCT_desc;우리나라가 소유한 뇌샤텔의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_HBY_title;호뵤 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_HBY_desc;우리나라가 소유한 호뵤의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_QAT_title;카타르 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_QAT_desc;우리나라가 소유한 카타르의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BRY_title;부랴트 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BRY_desc;우리나라가 소유한 부랴트의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_MLD_title;몰디브 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_MLD_desc;우리나라가 소유한 몰디브의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_KAR_title;카렌 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_KAR_desc;우리나라가 소유한 카렌의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PAK_title;파키스탄 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PAK_desc;우리나라가 소유한 파키스탄의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_CRL_title;치트랄 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_CRL_desc;우리나라가 소유한 치트랄의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_RDL_title;아르달란 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_RDL_desc;우리나라가 소유한 아르달란의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BTL_title;비틀리스 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BTL_desc;우리나라가 소유한 비틀리스의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BDN_title;바디난 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BDN_desc;우리나라가 소유한 바디난의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BNB_title;바반 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BNB_desc;우리나라가 소유한 바반의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_MKN_title;무크리얀 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_MKN_desc;우리나라가 소유한 무크리얀의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BHT_title;보탄 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BHT_desc;우리나라가 소유한 보탄의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SRN_title;소란 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SRN_desc;우리나라가 소유한 소란의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_LBG_title;림뷔르흐 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_LBG_desc;우리나라가 소유한 림뷔르흐의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PNB_title;페르남부쿠 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PNB_desc;우리나라가 소유한 페르남부쿠의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_FIU_title;피우메 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_FIU_desc;우리나라가 소유한 피우메의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SYC_title;시칠리아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SYC_desc;우리나라가 소유한 시칠리아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_MDV_title;몰도바 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_MDV_desc;우리나라가 소유한 몰도바의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_ABK_title;압하지야 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_ABK_desc;우리나라가 소유한 압하지야의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_CRT_title;코리엔테스 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_CRT_desc;우리나라가 소유한 코리엔테스의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SBA_title;부에노스아이레스 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SBA_desc;우리나라가 소유한 부에노스아이레스의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_ARC_title;아르헨티나 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_ARC_desc;우리나라가 소유한 아르헨티나의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_LHJ_title;라헤지 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_LHJ_desc;우리나라가 소유한 라헤지의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_FDL_title;파들리 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_FDL_desc;우리나라가 소유한 파들리의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_KTH_title;카티리 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_KTH_desc;우리나라가 소유한 카티리의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_MHR_title;마라 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_MHR_desc;우리나라가 소유한 마라의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_KML_title;쿠물 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_KML_desc;우리나라가 소유한 쿠물의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SHK_title;실루크 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SHK_desc;우리나라가 소유한 실루크의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_WRL_title;와르상갈리 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_WRL_desc;우리나라가 소유한 와르상갈리의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BHP_title;바하왈푸르 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BHP_desc;우리나라가 소유한 바하왈푸르의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_EZO_title;에조 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_EZO_desc;우리나라가 소유한 에조의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_CHY_title;체첸 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_CHY_desc;우리나라가 소유한 체첸의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_CHK_title;참파사크 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_CHK_desc;우리나라가 소유한 참파사크의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_QNG_title;청 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_QNG_desc;우리나라가 소유한 청의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_MGH_title;마그레브 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_MGH_desc;우리나라가 소유한 마그레브의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BAH_title;바이아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BAH_desc;우리나라가 소유한 바이아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_CHP_title;치아파스 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_CHP_desc;우리나라가 소유한 치아파스의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_CEQ_title;이쿠아도르 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_CEQ_desc;우리나라가 소유한 이쿠아도르의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_ENT_title;엔트레리오스 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_ENT_desc;우리나라가 소유한 엔트레리오스의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_GCO_title;그란콜롬비아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_GCO_desc;우리나라가 소유한 그란콜롬비아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_GUY_title;가이아나 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_GUY_desc;우리나라가 소유한 가이아나의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_LOS_title;로스알토스 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_LOS_desc;우리나라가 소유한 로스알토스의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_LPL_title;리오데라플라타 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_LPL_desc;우리나라가 소유한 리오데라플라타의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_OAX_title;오악사카 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_OAX_desc;우리나라가 소유한 오악사카의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PBC_title;페루-볼리비아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PBC_desc;우리나라가 소유한 페루-볼리비아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PTG_title;파타고니아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PTG_desc;우리나라가 소유한 파타고니아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_RGR_title;리오그란데 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_RGR_desc;우리나라가 소유한 리오그란데의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_RGS_title;히우그란지두술 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_RGS_desc;우리나라가 소유한 히우그란지두술의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SON_title;소노라 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SON_desc;우리나라가 소유한 소노라의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SPU_title;남페루 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SPU_desc;우리나라가 소유한 남페루의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_YUC_title;유카탄 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_YUC_desc;우리나라가 소유한 유카탄의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BLZ_title;벨리즈 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BLZ_desc;우리나라가 소유한 벨리즈의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_DAK_title;다코타 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_DAK_desc;우리나라가 소유한 다코타의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_FSA_title;미자유국 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_FSA_desc;우리나라가 소유한 미자유국의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_GRN_title;그린란드 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_GRN_desc;우리나라가 소유한 그린란드의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_JAM_title;자메이카 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_JAM_desc;우리나라가 소유한 자메이카의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_LSK_title;알래스카 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_LSK_desc;우리나라가 소유한 알래스카의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_MRU_title;마리팀 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_MRU_desc;우리나라가 소유한 마리팀의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PRI_title;푸에르토리코 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PRI_desc;우리나라가 소유한 푸에르토리코의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_RPL_title;루퍼츠랜드 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_RPL_desc;우리나라가 소유한 루퍼츠랜드의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_TRS_title;타라스코 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_TRS_desc;우리나라가 소유한 타라스코의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_TTB_title;트리니다드 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_TTB_desc;우리나라가 소유한 트리니다드 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_UIL_title;일리노이 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_UIL_desc;우리나라가 소유한 일리노이의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_UNB_title;네브래스카 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_UNB_desc;우리나라가 소유한 네브래스카의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_UNM_title;뉴멕시코 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_UNM_desc;우리나라가 소유한 뉴멕시코의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_UOR_title;오리건 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_UOR_desc;우리나라가 소유한 오리건의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_ALS_title;엘자스 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_ALS_desc;우리나라가 소유한 엘자스의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_ATR_title;아스투리아스 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_ATR_desc;우리나라가 소유한 아스투리아스의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BAN_title;바나트 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BAN_desc;우리나라가 소유한 바나트의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BKV_title;부코비나 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BKV_desc;우리나라가 소유한 부코비나의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BRT_title;브르타뉴 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BRT_desc;우리나라가 소유한 브르타뉴의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_BSQ_title;바스크 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_BSQ_desc;우리나라가 소유한 바스크의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_CRS_title;코르시카 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_CRS_desc;우리나라가 소유한 코르시카의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_DLM_title;달마티아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_DLM_desc;우리나라가 소유한 달마티아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_ENL_title;잉글랜드 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_ENL_desc;우리나라가 소유한 잉글랜드의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_GLC_title;갈리시아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_GLC_desc;우리나라가 소유한 갈리시아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_GLM_title;갈리치아-로도메리아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_GLM_desc;우리나라가 소유한 갈리치아-로도메리아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_LOR_title;로트링겐 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_LOR_desc;우리나라가 소유한 로트링겐의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_MCD_title;마케도니아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_MCD_desc;우리나라가 소유한 마케도니아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_MLT_title;몰타 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_MLT_desc;우리나라가 소유한 몰타의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_OCC_title;옥시타니아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_OCC_desc;우리나라가 소유한 옥시타니아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_RMG_title;로마냐 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_RMG_desc;우리나라가 소유한 로마냐의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SPC_title;카를로스파 에스파냐 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SPC_desc;우리나라가 소유한 카를로스파 에스파냐의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SRD_title;샤르데냐 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SRD_desc;우리나라가 소유한 샤르데냐의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SVY_title;사보이아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SVY_desc;우리나라가 소유한 사보이아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SWH_title;슐레스비히-홀슈타인 공국 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SWH_desc;우리나라가 소유한 슐레스비히-홀슈타인 공국의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_WHA_title;웨일즈 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_WHA_desc;우리나라가 소유한 웨일즈의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_DNB_title;도나우 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_DNB_desc;우리나라가 소유한 도나우의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_LUZ_title;루사티아 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_LUZ_desc;우리나라가 소유한 루사티아의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_RHI_title;라인란트 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_RHI_desc;우리나라가 소유한 라인란트의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PML_title;동포모제 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PML_desc;우리나라가 소유한 동포모제의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_PZN_title;포즈난 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_PZN_desc;우리나라가 소유한 포즈난의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_SLS_title;실롱스크 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_SLS_desc;우리나라가 소유한 실롱스크의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_WES_title;베스트팔렌 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_WES_desc;우리나라가 소유한 베스트팔렌의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_AKH_title;아스트라한 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_AKH_desc;우리나라가 소유한 아스트라한의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
return_cores_ALT_title;알타이 영유권 보유 지역 반환;;;;;;;;;;;;;
return_cores_ALT_desc;우리나라가 소유한 알타이의 영유권 보유 지역을 선의로서 반환한다면 이들과의 관계가 진전할 것입니다.;;;;;;;;;;;;;
